availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_category,estimated_monthly_rent,annual_rent,rental_yield,future_price_5yr,roi_5yr,sqft_scaled,price_sqft_scaled,investment_score
Ready To Move,Kumaraswami Layout,1000.0,2.0,2.0,36.0,2,3600.0,Budget,18000.0,216000.0,6.0,48.176120793600006,33.82255776000002,0.013468790887400908,0.018910998990918262,0.40051687493607324
Ready To Move,KR Puram,1752.0,3.0,2.0,145.0,3,8276.255707762557,Premium,72500.0,870000.0,6.0,194.04270875200004,33.822557760000024,0.02793812052643731,0.045450059727770144,0.39858284842475433
Ready To Move,Sahakara Nagar,960.0,2.0,3.0,56.0,2,5833.333333333333,Mid-Range,28000.0,336000.0,6.0,74.94063234560002,33.82255776000004,0.012699145693835144,0.03158579110730753,0.3949851709733781
Ready To Move,other,1180.0,2.0,2.0,63.0,2,5338.983050847458,Mid-Range,31500.0,378000.0,6.0,84.30821138880002,33.822557760000024,0.016932194258446855,0.02878021481035823,0.3986472306309249
Ready To Move,Benson Town,2270.0,3.0,1.0,180.0,3,7929.515418502203,Premium,90000.0,1080000.0,6.0,240.88060396800006,33.82255776000003,0.03790502578311398,0.04348221148086641,0.40535013087752186
Ready To Move,NRI Layout,650.0,2.0,0.0,59.0,2,9076.923076923076,Mid-Range,29500.0,354000.0,6.0,78.95530907840002,33.82255776000003,0.006734395443700455,0.04999407127634591,0.3840430087556819
Ready To Move,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2,6250.0,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.01731701685522974,0.03395049112902195,0.39681001366152907
Ready To Move,Bisuvanahalli,1180.0,2.0,1.0,46.0,3,3898.3050847457625,Budget,23000.0,276000.0,6.0,61.558376569600014,33.82255776000003,0.016932194258446855,0.020603963887820244,0.40191773099994005
18-Jan,other,1300.0,3.0,2.0,47.0,3,3615.3846153846152,Budget,23500.0,282000.0,6.0,62.896602147200014,33.822557760000024,0.019241129839144156,0.018998310991720026,0.40394535350679855
Ready To Move,Bannerghatta Road,1157.0,2.0,0.0,40.0,2,3457.216940363008,Budget,20000.0,240000.0,6.0,53.52902310400001,33.822557760000024,0.01648964827214654,0.018100665140780552,0.4026535229069757
21-Jan,Kanakpura Road,1300.0,3.0,2.0,69.0,3,5307.692307692308,Mid-Range,34500.0,414000.0,6.0,92.33756485440001,33.822557760000024,0.019241129839144156,0.028602631079913968,0.40010362547152095
Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866,Mid-Range,29500.0,354000.0,6.0,78.95530907840002,33.82255776000003,0.019337335488339876,0.024138345061908113,0.4019470632682407
Ready To Move,Hegde Nagar,2006.0,4.0,2.0,196.0,3,9770.687936191425,Premium,98000.0,1176000.0,6.0,262.29221320960005,33.822557760000024,0.032825367505579926,0.05393138114300967,0.3981226680461441
Ready To Move,Jakkur,1290.0,2.0,1.0,80.0,2,6201.550387596899,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.019048718540752713,0.03367552601021795,0.3979590207203645
Ready To Move,Hoskote,1170.0,2.0,3.0,45.0,2,3846.153846153846,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.016739782960055415,0.020307991003746473,0.40192067337453463
Ready To Move,Yelachenahalli,1400.0,2.0,3.0,78.0,2,5571.428571428572,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.02116524282305857,0.030099408236515617,0.40065938239922894
Ready To Move,Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2,6250.0,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.01731701685522974,0.03395049112902195,0.39681001366152907
Ready To Move,other,1155.0,2.0,0.0,60.0,3,5194.805194805195,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.016451166012468252,0.02796196510000493,0.398685913567479
Ready To Move,Hormavu,1725.0,3.0,2.0,85.0,3,4927.536231884058,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.02741861002078042,0.02644513888618924,0.40587311045799257
21-Oct,Kanakpura Road,700.0,2.0,1.0,40.0,2,5714.285714285715,Budget,20000.0,240000.0,6.0,53.52902310400001,33.822557760000024,0.007696451935657662,0.030910162529674847,0.3922538061495247
Ready To Move,other,7000.0,5.0,,2050.0,4,29285.714285714286,,1025000.0,12300000.0,6.0,2743.3624340800006,33.82255776000003,0.12891556992226583,0.1646846209009476,0.4114754935929805
22-Jun,Hoodi,1112.0,2.0,1.0,88.0,2,7913.669064748202,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.015623797429385054,0.04339227898550758,0.39201736686342803
Ready To Move,Somasundara Palya,1178.0,2.0,,78.0,2,6621.392190152801,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.016893711998768567,0.036058245817307294,0.3957129288723383
20-Jan,Badavala Nagar,1274.0,2.0,1.0,81.0,2,6357.9277864992155,Mid-Range,40500.0,486000.0,6.0,108.39627178560002,33.822557760000024,0.018740860463326407,0.034563011542809836,0.3974193116608719
Ready To Move,Doddathoguru,915.0,2.0,1.0,32.0,2,3497.2677595628415,Budget,16000.0,192000.0,6.0,42.82321848320001,33.822557760000024,0.011833294851073657,0.018327964756056216,0.3997687910082217
Ready To Move,Hosur Road,760.0,1.0,2.0,21.28,1,2800.0,Budget,10640.0,127680.0,6.0,28.47744029132801,33.82255776000003,0.00885091972600631,0.014370774949226582,0.3995622418559132
Ready To Move,other,1540.0,3.0,2.0,68.0,3,4415.584415584415,Mid-Range,34000.0,408000.0,6.0,90.99933927680001,33.822557760000024,0.02385900100053875,0.02353966895550004,0.40489953301812326
Ready To Move,other,1206.0,2.0,3.0,38.5,2,3192.3714759535656,Budget,19250.0,231000.0,6.0,51.52168473760001,33.82255776000003,0.017432463634264605,0.016597592959724617,0.4038204409966689
Ready To Move,other,1645.0,3.0,2.0,95.0,3,5775.075987841945,Mid-Range,47500.0,570000.0,6.0,127.13142987200003,33.822557760000024,0.025879319633648885,0.03125516435655111,0.4030255260375689
Ready To Move,other,1200.0,4.0,2.0,170.0,4,14166.666666666666,Premium,85000.0,1020000.0,6.0,227.49834819200004,33.822557760000024,0.01731701685522974,0.07887979154159587,0.3788382934964995
Ready To Move,other,1200.0,4.0,1.0,140.0,4,11666.666666666666,Premium,70000.0,840000.0,6.0,187.35158086400003,33.822557760000024,0.01731701685522974,0.06469159141130937,0.38451357354861415
Ready To Move,Nehru Nagar,2342.0,3.0,2.0,115.0,4,4910.333048676345,Premium,57500.0,690000.0,6.0,153.89594142400003,33.822557760000024,0.03929038713153236,0.026347506003697636,0.4130352298774404
Ready To Move,other,1200.0,2.0,1.0,55.0,3,4583.333333333333,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.01731701685522974,0.024491691042164285,0.40059353369627215
Ready To Move,Yelenahalli,1056.0,2.0,2.0,33.0,2,3125.0,Budget,16500.0,198000.0,6.0,44.16144406080001,33.822557760000024,0.01454629415839298,0.01621524096616383,0.4022416801085703
Ready To Move,Raja Rajeshwari Nagar,4800.0,8.0,,225.0,8,4687.5,Luxury,112500.0,1350000.0,6.0,301.1007549600001,33.82255776000003,0.0865850842761487,0.025082866047592894,0.44191790414665205
Ready To Move,Kanakpura Road,1450.0,3.0,3.0,54.3,3,3744.8275862068967,Mid-Range,27150.0,325800.0,6.0,72.66564886368,33.82255776000002,0.022127299315015777,0.01973293610191417,0.40538320514824383
18-Apr,other,1161.0,2.0,2.0,36.69,2,3160.206718346253,Budget,18345.0,220140.0,6.0,49.09949644214401,33.82255776000003,0.016566612791503118,0.016415048952494737,0.403373948093904
Ready To Move,other,1097.0,2.0,3.0,65.0,2,5925.2506836827715,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.01533518048179789,0.03210744781218893,0.3963581291642032
Ready To Move,Uttarahalli,850.0,2.0,2.0,35.0,2,4117.64705882353,Budget,17500.0,210000.0,6.0,46.83789521600001,33.822557760000024,0.010582621411529287,0.021848791017895237,0.3976100564397595
Ready To Move,Green Glen Layout,1715.0,3.0,2.0,115.0,3,6705.539358600583,Premium,57500.0,690000.0,6.0,153.89594142400003,33.822557760000024,0.02722619872238898,0.03653580456384092,0.4017213974078971
Ready To Move,Basavangudi,2300.0,3.0,,317.0,3,13782.608695652174,Luxury,158500.0,1902000.0,6.0,424.2175080992001,33.822557760000024,0.038482259678288305,0.07670015499984172,0.3924092938070363
Ready To Move,Electronic City,1200.0,2.0,1.0,59.0,2,4916.666666666667,Mid-Range,29500.0,354000.0,6.0,78.95530907840002,33.82255776000003,0.01731701685522974,0.026383451059535823,0.39983682968932355
18-Oct,8th Phase JP Nagar,1080.0,2.0,2.0,38.0,2,3518.5185185185187,Budget,19000.0,228000.0,6.0,50.85257194880001,33.82255776000003,0.015008081274532441,0.01844856876444967,0.40162542125893963
Ready To Move,Kasavanhalli,1200.0,2.0,1.0,50.3,2,4191.666666666667,Mid-Range,25150.0,301800.0,6.0,67.31274655328001,33.822557760000024,0.01731701685522974,0.022268873021752737,0.4014826609044368
Ready To Move,other,2400.0,4.0,0.0,550.0,4,22916.666666666668,Luxury,275000.0,3300000.0,6.0,736.0240676800001,33.822557760000024,0.04040637266220272,0.12853849199759865,0.37282842679828215
Ready To Move,Banashankari,1400.0,2.0,1.0,78.0,3,5571.428571428572,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.02116524282305857,0.030099408236515617,0.40065938239922894
Ready To Move,Whitefield,1500.0,4.0,3.0,200.0,4,13333.333333333334,Premium,100000.0,1200000.0,6.0,267.64511552000005,33.822557760000024,0.023089355806972987,0.07415039149816705,0.384193456884917
20-Dec,Kanakpura Road,458.0,1.0,0.0,19.695,1,4300.218340611354,Budget,9847.5,118170.0,6.0,26.356352750832006,33.822557760000024,0.0030400985145847765,0.022884934171514666,0.39267008544014503
Ready To Move,Marathahalli,1230.0,2.0,1.0,57.0,2,4634.1463414634145,Mid-Range,28500.0,342000.0,6.0,76.27885792320002,33.82255776000004,0.017894250750404066,0.024780069093592875,0.40082452281280534
Ready To Move,Kalyan nagar,1640.0,3.0,3.0,88.0,3,5365.8536585365855,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.025783113984453165,0.028932713034164535,0.40389678317700606
Ready To Move,Banashankari,1700.0,3.0,2.0,125.0,3,7352.941176470588,Premium,62500.0,750000.0,6.0,167.27819720000002,33.82255776000002,0.02693758177480182,0.040209991186501294,0.4000785525902806
Ready To Move,Bommasandra,1478.0,2.0,,44.0,3,2976.9959404600813,Budget,22000.0,264000.0,6.0,58.881925414400015,33.82255776000003,0.022666050950511815,0.015375276479424948,0.4074495199785372
Ready To Move,other,6600.0,4.0,,986.0,4,14939.39393939394,Luxury,493000.0,5916000.0,6.0,1319.4904195136003,33.822557760000024,0.12121911798660819,0.08326523521822989,0.43942537670467297
Ready To Move,Banashankari,1020.0,2.0,2.0,40.79,2,3999.0196078431372,Budget,20395.0,244740.0,6.0,54.58622131030401,33.82255776000003,0.013853613484183791,0.021175547011713012,0.3998419492858251
Ready To Move,Nagarbhavi,1200.0,2.0,1.0,150.0,2,12500.0,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.01731701685522974,0.0694209914547382,0.3826218135312426
Ready To Move,Yelahanka,1275.0,2.0,2.0,95.0,3,7450.980392156863,Mid-Range,47500.0,570000.0,6.0,127.13142987200003,33.822557760000024,0.018760101593165553,0.04076639119161057,0.39494950447925514
Ready To Move,other,1600.0,3.0,1.0,165.0,4,10312.5,Premium,82500.0,990000.0,6.0,220.80722030400005,33.82255776000003,0.0250134687908874,0.057006316340737516,0.3922055547382375
Ready To Move,Kanakapura,1110.0,2.0,2.0,38.85,2,3500.0,Budget,19425.0,233100.0,6.0,51.990063689760014,33.82255776000003,0.015585315169706765,0.018343470985706805,0.40201380070754134
Ready To Move,Uttarahalli,1627.86,3.0,2.0,88.0,3,5405.87028368533,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.025549526668205955,0.029159818588624153,0.40366578856547397
Ready To Move,other,620.0,2.0,1.0,22.0,2,3548.3870967741937,Budget,11000.0,132000.0,6.0,29.440962707200008,33.82255776000003,0.0061571615485261294,0.018618081310809123,0.396247064404792
Ready To Move,Whitefield,3004.0,4.0,2.0,285.0,4,9487.350199733688,Luxury,142500.0,1710000.0,6.0,381.3942896160001,33.82255776000003,0.05202801508504579,0.05232336013927977,0.4102874649953156
18-May,Hosa Road,1133.0,2.0,1.0,52.0,2,4589.585172109444,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.01602786115600708,0.024527171978059387,0.3998058479023805
Ready To Move,Hennur Road,1182.0,2.0,2.0,82.5,2,6979.6954314720815,Mid-Range,41250.0,495000.0,6.0,110.40361015200003,33.82255776000003,0.016970676518125144,0.03809171705537461,0.3949457190887253
Ready To Move,Tumkur Road,1500.0,3.0,3.0,100.0,3,6666.666666666667,Mid-Range,50000.0,600000.0,6.0,133.82255776000002,33.822557760000024,0.023089355806972987,0.03631519115073637,0.3993275370238893
Ready To Move,Hebbal Kempapura,3900.0,5.0,,360.0,4,9230.76923076923,Luxury,180000.0,2160000.0,6.0,481.7612079360001,33.82255776000003,0.06926806742091896,0.050867191284363546,0.42121396393880595
Ready To Move,Marathahalli,1200.0,2.0,2.0,58.0,2,4833.333333333333,Mid-Range,29000.0,348000.0,6.0,77.61708350080002,33.82255776000004,0.01731701685522974,0.025910511055192938,0.40002600569106067
Ready To Move,Raja Rajeshwari Nagar,1128.0,2.0,1.0,48.79,2,4325.354609929078,Budget,24395.0,292740.0,6.0,65.292025931104,33.82255776000002,0.01593165550681136,0.02302758953935813,0.4003479574883436
Ready To Move,other,900.0,2.0,2.0,110.0,2,12222.222222222223,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.011544677903486494,0.06784452477359526,0.3797889968326538
Ready To Move,Amruthahalli,1100.0,2.0,1.0,45.0,2,4090.909090909091,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.015392903871315325,0.02169704556195634,0.4005569240980067
Ready To Move,Kengeri Satellite Town,635.0,1.0,1.0,22.0,2,3464.566929133858,Budget,11000.0,132000.0,6.0,29.440962707200008,33.82255776000003,0.006445778496113291,0.018142378385435025,0.39661051574349404
Ready To Move,Ardendale,2062.0,3.0,,140.0,4,6789.524733268671,Premium,70000.0,840000.0,6.0,187.35158086400003,33.822557760000024,0.033902870776571996,0.037012445085364096,0.4055367444317976
Ready To Move,Thanisandra,1874.0,4.0,1.0,130.0,3,6937.033084311633,Premium,65000.0,780000.0,6.0,173.96932508800003,33.822557760000024,0.030285538366812897,0.03784959628755853,0.4030314845050643
18-Jun,Old Madras Road,1171.0,2.0,2.0,75.0,2,6404.782237403928,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.016759024089894558,0.03482892367338213,0.396123844984584
Ready To Move,Sarjapur,2020.0,3.0,3.0,85.0,3,4207.920792079208,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.033094743323327944,0.0223611197354711,0.4109123980998084
18-Jan,8th Phase JP Nagar,1059.0,2.0,2.0,34.5,2,3257.790368271955,Budget,17250.0,207000.0,6.0,46.16878242720001,33.822557760000024,0.014604017547910415,0.016968863494330605,0.40197486513101405
Ready To Move,Panathur,1315.0,2.0,1.0,59.1,3,4494.296577946768,Mid-Range,29550.0,354600.0,6.0,79.08913163616002,33.822557760000024,0.019529746786731316,0.023986382520413903,0.4021232950638733
Ready To Move,Jakkur,1760.0,3.0,2.0,110.0,3,6250.0,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.028092049565150466,0.03395049112902195,0.4032750332874815
Ready To Move,other,1200.0,2.0,1.0,125.0,2,10416.666666666666,Premium,62500.0,750000.0,6.0,167.27819720000002,33.82255776000002,0.01731701685522974,0.05759749134616612,0.38735121357467145
Ready To Move,Hennur Road,1192.0,2.0,1.0,62.0,3,5201.342281879195,Mid-Range,31000.0,372000.0,6.0,82.96998581120002,33.82255776000003,0.017163087816516587,0.027999064899874936,0.39909822672996004
19-Jun,Hebbal,1645.0,3.0,2.0,121.0,3,7355.623100303951,Premium,60500.0,726000.0,6.0,161.92529488960002,33.822557760000024,0.025879319633648885,0.040225211855334064,0.3994375070380557
Ready To Move,Whitefield,1250.0,2.0,2.0,72.0,2,5760.0,Mid-Range,36000.0,432000.0,6.0,96.35224158720001,33.82255776000002,0.018279073347186946,0.0311696039034858,0.3984996024469179
19-Dec,Whitefield,709.0,1.0,0.0,34.385,1,4849.788434414669,Budget,17192.5,206310.0,6.0,46.014886485776,33.82255776000002,0.00786962210420996,0.02600389836211537,0.39432021391767985
Ready To Move,Whitefield,1340.0,2.0,1.0,77.0,2,5746.268656716418,Mid-Range,38500.0,462000.0,6.0,103.04336947520002,33.82255776000003,0.02001077503270992,0.031091674684859755,0.3995697951456821
Ready To Move,Cooke Town,2388.0,4.0,3.0,239.0,3,10008.375209380234,Luxury,119500.0,1434000.0,6.0,319.83591304640004,33.82255776000002,0.040175479104132994,0.05528032298317963,0.40199315826920795
18-Jun,Hosa Road,1369.1,2.0,1.0,104.0,2,7596.231100723103,Premium,52000.0,624000.0,6.0,139.17546007040002,33.822557760000024,0.020570691911029015,0.04159072964049206,0.39570612329042065
Ready To Move,other,1355.0,2.0,3.0,75.0,2,5535.055350553505,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.020299391980297083,0.029892980021652197,0.40022244317951744
Ready To Move,Bannerghatta Road,1150.0,2.0,2.0,65.0,2,5652.173913043478,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.016354960363272532,0.030557660663083876,0.39758991195272997
19-Dec,Kanakapura,1938.0,3.0,3.0,113.0,3,5830.7533539731685,Premium,56500.0,678000.0,6.0,151.21949026880003,33.822557760000024,0.031516970676518125,0.03157114900190992,0.4062817228051469
19-Jun,Begur Road,2462.0,4.0,3.0,124.0,4,5036.555645816409,Premium,62000.0,744000.0,6.0,165.93997162240004,33.82255776000003,0.04159932271222966,0.027063854591372737,0.4141340517907887
Ready To Move,Budigere,1636.0,3.0,2.0,85.0,3,5195.59902200489,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.025706149465096587,0.02796647029167618,0.40423710156238746
Ready To Move,Akshaya Nagar,1430.0,2.0,2.0,75.0,3,5244.755244755244,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.021742476718232893,0.02824544562208857,0.4017473077821044
Ready To Move,other,2000.0,3.0,2.0,85.0,3,4250.0,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.03270992072654506,0.022599931024792755,0.41058598002600993
18-May,Electronic City Phase II,993.0,2.0,2.0,50.0,3,5035.246727089628,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.013334102978526899,0.027056426111032796,0.3971778913427031
Ready To Move,Laggere,1260.0,4.0,1.0,150.0,4,11904.761904761905,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.01847148464557839,0.06604284856657475,0.3846657513607172
Ready To Move,Kanakpura Road,1700.0,3.0,3.0,88.0,3,5176.470588235294,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.02693758177480182,0.027857911073075396,0.4050193846356509
Ready To Move,Yelahanka,1270.0,2.0,2.0,78.0,2,6141.7322834645665,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.01866389594396983,0.03333604151708041,0.39786392095954976
18-Apr,Anjanapura,1500.0,3.0,1.0,121.0,3,8066.666666666667,Premium,60500.0,726000.0,6.0,161.92529488960002,33.822557760000024,0.023089355806972987,0.04426058322369681,0.3961493801947051
Ready To Move,Koramangala,2300.0,3.0,3.0,290.0,3,12608.695652173914,Luxury,145000.0,1740000.0,6.0,388.0854175040001,33.822557760000024,0.038482259678288305,0.0700378697212724,0.395074207918464
18-Mar,other,7500.0,4.0,2.0,900.0,4,12000.0,Luxury,450000.0,5400000.0,6.0,1204.4030198400003,33.82255776000003,0.1385361348418379,0.06658335142868091,0.4564883403336304
Ready To Move,Marathahalli,1650.0,3.0,3.0,86.45,3,5239.393939393939,Mid-Range,43225.0,518700.0,6.0,115.68960118352003,33.822557760000024,0.02597552528284461,0.028215018712718257,0.4042993076846195
Ready To Move,Panathur,1109.0,2.0,1.0,63.0,2,5680.793507664563,Mid-Range,31500.0,378000.0,6.0,84.30821138880002,33.822557760000024,0.015566074039867622,0.030720084877536528,0.39705161047290594
Ready To Move,other,1280.0,2.0,1.0,49.75,2,3886.71875,Budget,24875.0,298500.0,6.0,66.57672248560002,33.82255776000003,0.018856307242361273,0.020538208193360497,0.40309850106807255
